alpha,mean_slow_cars,sd_slow_cars,mean_jam_clusters,sd_jam_clusters
0.0,1.8068333333333333,0.10291881076457986,0.8879666666666666,0.038521362934076604
0.25,1.421066666666667,0.1331677535092961,0.6887,0.040005301372830995
0.5,1.1552666666666669,0.10406096798257866,0.5460666666666666,0.03655976055657397
0.75,1.0490666666666668,0.10632349250034662,0.4640666666666667,0.03287482354307785
1.0,0.0,0.0,0.0,0.0
